platform,url,account,account_id,media_title,media_length
Daily Motion,https://www.dailymotion.com/video/x3eqkp9,Sara Claire,,MLP: FiM The Success Song [HD],
Daily Motion,https://www.dailymotion.com/video/x3eytme,Sara Claire,,Mejor Que Nunca Estamos MLP: Equestria Girls Rainbow Rocks! [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3ezg4r,Sara Claire,,MLP: FiM Canción De La Gala Del Galope (At The Gala) [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3g3c2j,Sara Claire,,A Bailar MLP: Equestria Girls Rainbow Rocks! [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3g8rrq,Sara Claire,,"MLP: FiM You Got to Share, You Got to Care [HD]",
Daily Motion,https://www.dailymotion.com/video/x3gl35n,Sara Claire,,Battle Of The Bands MLP: Equestria Girls Rainbow Rocks! [HD],
Daily Motion,https://www.dailymotion.com/video/x3gpq83,Sara Claire,,Awesome As I Wanna Be MLP: Equestria Girls Rainbow Rocks! [HD],
Daily Motion,https://www.dailymotion.com/video/x3gqn9o,Sara Claire,,Life Is A Runway MLP: Equestria Girls Rainbow Rocks! [HD],
Daily Motion,https://www.dailymotion.com/video/x3h5yvx,Sara Claire,,MLP: FiM Life in Equestria [HD],
Daily Motion,https://www.dailymotion.com/video/x3h5z25,Sara Claire,,Under Our Spell MLP: Equestria Girls Rainbow Rocks! [HD],
Daily Motion,https://www.dailymotion.com/video/x3atp5a,Sara Claire,,CHS Rally Song MLP: Equestria Girls – Friendship Games! [HD],
Daily Motion,https://www.dailymotion.com/video/x3atrm8,Sara Claire,,La Canción Rally de CHS MLP: Equestria Girls – Friendship Games! [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3auqag,Sara Claire,,MLP: FiM – Volaré (I’ll Fly) [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3ay1k9,Sara Claire,,Acadeca MLP: Equestria Girls – Friendship Games! [HD],
Daily Motion,https://www.dailymotion.com/video/x3ay1l4,Sara Claire,,Suelta la Magia MLP: Equestria Girls – Friendship Games! [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3bn1wl,Sara Claire,,La Amistad Va A Durarnos Por Siempre MLP: Equestria Girls Rainbow Rocks! [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3c964f,Sara Claire,,MLP: FiM Envolviendo El Invierno (Winter Wrap Up) [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3deaew,Sara Claire,,Bajo Un Hechizo Ahora Estás MLP: Equestria Girls Rainbow Rocks! [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3deafq,Sara Claire,,MLP: FiM Canción De Las Cutie Mark Crusaders (Cutie Mark Crusaders Song) [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3ds626,Sara Claire,,MLP: FiM Bienvenido Seas (Welcome Song) [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3hekfv,Sara Claire,,MLP: FiM – El Lamento de Pinkie (Pinkies Lament) [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3ho87p,Sara Claire,,MLP: FiM The Ticket Song [HD],
Daily Motion,https://www.dailymotion.com/video/x3hpolq,Sara Claire,,The Dazzlings Singing Off Key MLP: Equestria Girls Rainbow Rocks! [HD],
Daily Motion,https://www.dailymotion.com/video/x3hqlgv,Sara Claire,,MLP: FiM Estoy Dentro De La Gran Gala (Im At The Grand Galloping Gala) [Español Latino],
Daily Motion,https://www.dailymotion.com/video/x3i9uyc,Sara Claire,,MLP: FiM Im At The Grand Galloping Gala [HD],
Daily Motion,https://www.dailymotion.com/video/x3it3wb,Sara Claire,,MLP: FiM Gummys After Birthday Party Party of One [HD],
Daily Motion,https://www.dailymotion.com/video/x3j09zk,Sara Claire,,"MLP: FiM Behold, Princess Twilight Sparkle [HD]",
Daily Motion,https://www.dailymotion.com/video/x3j2dz2,Sara Claire,,MLP: FiM Celestias Ballad [HD],
Daily Motion,https://www.dailymotion.com/video/x3j6qcj,Sara Claire,,MLP: FiM Generosity Song [HD],
Daily Motion,https://www.dailymotion.com/video/x3ch178,Videolarım,,[Song] My Little Pony: FiM — Rules of Rarity,
Daily Motion,https://www.dailymotion.com/video/x3clttk,Videolarım,,ᴴᴰ[1080p] Noir Theme - Rarity Investigates,
Daily Motion,https://www.dailymotion.com/video/x3cqrsu,Videolarım,,[Song] My Little Pony: FiM: Light of Your Cutie Mark,
Daily Motion,https://www.dailymotion.com/video/x3cqrwl,Videolarım,,[Song] My Little Pony: FiM: Well Make Our Mark,
Daily Motion,https://www.dailymotion.com/video/x3teuyc,Zoxulegi,,Peppa Pig Fun Costumes Finger Family Nursery Rhymes and More Lyrics,
Daily Motion,https://www.dailymotion.com/video/x3tuuyn,Sufase,,Pepa International Finger Family Nursery Rhymes Lyrics,
Daily Motion,https://www.dailymotion.com/video/x3wd9uq,Vicentelaurel3543,,Peppa Pig Elephant Finger Family Nursery Rhymes Lyrics and More,
Daily Motion,https://www.dailymotion.com/video/x43ly40,Peppa Pig Videos,,Peppa Pig 12345 Finger Family \ Nursery Rhymes \ Mickey Mouse TV Lyrics,
Daily Motion,https://www.dailymotion.com/video/x45jphb,Peppa Pig New,,Peppa Pig Pirates 4 Finger Family \ Nursery Rhymes Lyrics,
Daily Motion,https://www.dailymotion.com/video/x4edin5,Peppa Pig 50,,Pepa Pig Kangaroo Finger Family Nursery Rhymes Lyrics and More,
Daily Motion,https://www.dailymotion.com/video/x5c1qq0,Madelynkellt46,,Finger Family Song Peppa Pig George Daddy Pig Mummy Pig Teddy Nursery Rhyme,
Daily Motion,https://www.dailymotion.com/video/x6s9n99,Stevenrhodes64,,Peppa Pig Professions Finger Family / Nursery rhymes and More Lyrics,
Daily Motion,https://www.dailymotion.com/video/x9luogu,,,,
Daily Motion,https://www.dailymotion.com/video/x59rrm6?playlist=x4srrq,Annalisa Stella Pelliccia,,Equestria girls: rainbow rocks - Rainbow rocks,
Daily Motion,https://www.dailymotion.com/video/x59rxzt?playlist=x4srrq,Annalisa Stella Pelliccia,,Equestria girls: rainbow rocks - Sfida tra le band,
Daily Motion,https://www.dailymotion.com/video/x59s5qy?playlist=x4srrq,Annalisa Stella Pelliccia,,Equestria girls: rainbow rocks - Le prove della band,
Daily Motion,https://www.dailymotion.com/video/x59s8z7?playlist=x4srrq,Annalisa Stella Pelliccia,,Equestria girls: rainbow rocks - Muoviti,
Daily Motion,https://www.dailymotion.com/playlist/x43i7w,,,,
Daily Motion,https://www.dailymotion.com/video/x38j3q6?playlist=x43i7w,CD MLP Scratch,,My Little Pony - Equestria Girls - Trailer (Español Latino),
Daily Motion,https://www.dailymotion.com/video/x39f160?playlist=x43i7w,CD MLP Scratch,,My Little Pony :Equestria Girls _ Un Amigo De Por Vida (video Musical),
Daily Motion,https://www.dailymotion.com/video/x39f2u4?playlist=x43i7w,CD MLP Scratch,,My Little Pony_ Chicas de Equestria _Nuestra Noche Grande,
Daily Motion,https://www.dailymotion.com/video/x2vae4h,Bilgin Emre,,Equestria Girls Rainbow Rocks Türkçe Bölüm 2,
Daily Motion,https://www.dailymotion.com/video/x13q6ld,Ignacio Alvarez Gómez Nacxnetwork Channel (3).,,My Little Pony Equestria Girls Tema Central (Latino America Promo) Oficial.,
Daily Motion,https://www.dailymotion.com/video/x1zznvw,Ignacio Alvarez Gómez Nacxnetwork Channel (3).,,MLP Equestria Girls  2   Rainbow Rocks EXCLUSIVE Short   'Perfect Day for Fun',
Daily Motion,https://www.dailymotion.com/video/x33makz,Ignacio Alvarez Gómez Nacxnetwork Channel (3).,,SNEAK PEEK   MLP  Equestria Girls   Friendship Games,
Daily Motion,https://www.dailymotion.com/video/x37sztc,Ignacio Alvarez Gómez Nacxnetwork Channel (3).,,MLP Equestria Girls Friendship Games-Hay algo más Afuera [Español Latino ]_low,
Daily Motion,https://www.dailymotion.com/video/x38gboj,Ignacio Alvarez Gómez Nacxnetwork Channel (3).,,MLP Equestria Girls – Friendship Games!(Suelta la Magia)[Español Latino],
Daily Motion,https://www.dailymotion.com/video/x4zgwxi,Ignacio Alvarez Gómez Nacxnetwork Channel (3).,,My Little Pony Equestria Girls 4 La Leyenda de Everflee. 2 Parte  final Español Latino (HD),
