platform,url,account,account_id,media_title,media_length
Daily Motion,https://www.dailymotion.com/video/x3zdz1b,Nursery Rhymes,,Dora The Explorer Finger Family Nursery Rhymes Lyrics,
Daily Motion,https://www.dailymotion.com/video/x4gfstk,Peppa Pig Opening,,Peppa Pig Teletubbies 3D Finger Family | Nursery Rhymes | Five Finger Channel,
Daily Motion,https://www.dailymotion.com/video/x50dhk4,Porezic,,Teletubbies Finger Family / Nursery Rhymes,
Daily Motion,https://www.dailymotion.com/video/x50xj2j,Fabacal,,Teletubbies a la Minion finger family - nursery rhyme for kids,
Daily Motion,https://www.dailymotion.com/video/x51qjdf,Jonathanbarter32,,Incredibles Finger Family / Nursery Rhymes,
Daily Motion,https://www.dailymotion.com/video/x51u6cw,Kaden,,African Wild Animals Finger Family Nursery Rhymes Lyrics,
Daily Motion,https://www.dailymotion.com/video/x53e8yi,Wilburscrivener89,,"Elephant Finger Family | Dumbo, Lumpy, Horton, Ding Dong | and more Nursery Rhymes | dRuLii TV",
Daily Motion,https://www.dailymotion.com/video/x53pw1r,Joancoupe19,,African Animals Finger Family Nursery Rhymes Lyrics,
Daily Motion,https://www.dailymotion.com/video/x53qnju,Reginagravil45,,Berry Bitty Adventures Finger Family Nursery Rhymes Lyrics,
Daily Motion,https://www.dailymotion.com/video/x54fydc,Kukuxu,,Kung Fu Panda Finger Family | BingBing TV - Nursery Rhymes For Children,
Daily Motion,https://www.dailymotion.com/video/x55s5jn,Xumoyodoya,,Jungle Junction Finger Family | BingBing TV - Nursery Rhymes For Children,
Daily Motion,https://www.dailymotion.com/video/x563xic,Muwujulomi,,Lion King Finger Family Nursery Rhyme for Children - Kids Songs - Lion King Finger Family,
Daily Motion,https://www.dailymotion.com/video/x567unw,Valeriecottingham89,,"Mouse finger family | Mickey, Jerry, Minnie | Nursery Rhymes for kids",
Daily Motion,https://www.dailymotion.com/video/x56af0y,Herbertcowin26,,Finger Family Bear | Cartoon & Real Animals song for children,
Daily Motion,https://www.dailymotion.com/video/x57kmon,Beatricewaters34,,"Winnie the Pooh Finger Family Song | Tigger, Piglet, Roo, Eeyore & Pooh Nursery Rhymes for kids",
Daily Motion,https://www.dailymotion.com/video/x57xvo9,Rudolphwise15,,"Wild Animals Finger Family | Lion, Tiger, Wolf, Panther, Hyena | Nursery Song for kids",
Daily Motion,https://www.dailymotion.com/video/x587si4,Yubuvoreru,,BEN 10 Finger Family - Nursery Rhymes for Children and Babies by MY FINGER FAMILY RHYMES,
Daily Motion,https://www.dailymotion.com/video/x58f5aa,Sumameca,,Dino Finger Family Nursery Rhymes Lyrics,
Daily Motion,https://www.dailymotion.com/video/x58mqvq,Magdelinamclaughlin85,,"Paw Patrol Finger Family Surprise Eggs | Chase, Rocky, Skye | Transform into Super Heroes",
