platform,url,account,account_id
YouTube,https://www.youtube.com/watch?v=iW8_b0zRQBg,,
YouTube,https://www.youtube.com/watch?v=OvOusRt2OLI,,
YouTube,https://www.youtube.com/watch?v=WV7J0iwOcvw,,
YouTube,https://www.youtube.com/watch?v=ZFZ6OeKTaoc,,
YouTube,https://www.youtube.com/watch?v=1R02Kh281KQ,,
YouTube,https://www.youtube.com/watch?v=7nF5QguXakg,,
YouTube,https://www.youtube.com/watch?v=FpApoKrrY2I,,
YouTube,https://www.youtube.com/watch?v=iRWdugPwtZk,,
YouTube,https://www.youtube.com/watch?v=pS0q7oiOeEM,,
YouTube,https://www.youtube.com/watch?v=qt7-hLE5VPY,,
YouTube,https://www.youtube.com/watch?v=V--8T1cGtlU,,
YouTube,https://www.youtube.com/watch?v=_78kWDh3M08&list=OLAK5uy_mqsPZgO_TgNOU-PzKu2Jc53J6wNphMjDo&index=1,,
YouTube,https://www.youtube.com/watch?v=_iZhNaBkazo&list=OLAK5uy_mIPs0KCYK4gEFWnlTxPPZBTF1vOcTypQY&index=10,,
YouTube,https://www.youtube.com/watch?v=_qjGwzWFw_w&list=PLYwxYgTBgu8W98SpP9MnIwW6GlH22kiGG&index=9,,
YouTube,https://www.youtube.com/watch?v=10leHNw4nzc&list=OLAK5uy_mqsPZgO_TgNOU-PzKu2Jc53J6wNphMjDo&index=6,,
YouTube,https://www.youtube.com/watch?v=2G3oEBX8YYg&list=OLAK5uy_nffiE_3nZ9JGZ8Y2nNSL78A_g9-nwX22g&index=3,,
YouTube,https://www.youtube.com/watch?v=2t5iofDOerE&list=OLAK5uy_mqsPZgO_TgNOU-PzKu2Jc53J6wNphMjDo&index=4,,
YouTube,https://www.youtube.com/watch?v=4hQW4t0rB30&list=OLAK5uy_kOS9Bgtf5A09jQCyD2qTgfgdiv5vDZ1XI&index=6,,
YouTube,https://www.youtube.com/watch?v=5KHICPvxFw8&list=OLAK5uy_kGkI0dAdOrG4Ndc_5m9m8dyRBZfS69CpA&index=7,,
YouTube,https://www.youtube.com/watch?v=5RaMrkKaAC8&list=OLAK5uy_mqsPZgO_TgNOU-PzKu2Jc53J6wNphMjDo&index=12,,
YouTube,https://www.youtube.com/watch?v=6DStxnsrtLM&list=OLAK5uy_kGkI0dAdOrG4Ndc_5m9m8dyRBZfS69CpA&index=6,,
YouTube,https://www.youtube.com/watch?v=7rngGmxagL0&list=OLAK5uy_kOS9Bgtf5A09jQCyD2qTgfgdiv5vDZ1XI&index=1,,
YouTube,https://www.youtube.com/watch?v=7sc0ovh3UYc&list=OLAK5uy_nffiE_3nZ9JGZ8Y2nNSL78A_g9-nwX22g&index=6,,
YouTube,https://www.youtube.com/watch?v=8_ukjD-eWqE&list=OLAK5uy_kGkI0dAdOrG4Ndc_5m9m8dyRBZfS69CpA&index=1,,
YouTube,https://www.youtube.com/watch?v=8ADtVxRYKcU&list=OLAK5uy_mIPs0KCYK4gEFWnlTxPPZBTF1vOcTypQY&index=12,,
