platform,url,account,account_id,media_title,media_length
YouTube,https://www.youtube.com/watch?v=vOtbWjF8Xsk,,,,
YouTube,https://www.youtube.com/watch?v=VRtgqGbFmas,,,,
YouTube,https://www.youtube.com/watch?v=VSE76Pxpzwk,,,,
YouTube,https://www.youtube.com/watch?v=VSE76Pxpzwk,,,,
YouTube,https://www.youtube.com/watch?v=vxsjI0o-DMk,,,,
YouTube,https://www.youtube.com/watch?v=vxsjI0o-DMk,,,,
YouTube,https://www.youtube.com/watch?v=W4pYLvZ9luw,,,,
YouTube,https://www.youtube.com/watch?v=W4pYLvZ9luw,,,,
YouTube,https://www.youtube.com/watch?v=wMQFYrK7D70,,,,
YouTube,https://www.youtube.com/watch?v=wWHVhBN96jI,,,,
YouTube,https://www.youtube.com/watch?v=wyhZrdzAtjg,,,,
YouTube,https://www.youtube.com/watch?v=wyhZrdzAtjg,,,,
YouTube,https://www.youtube.com/watch?v=X0UOCbBkt9g,,,,
YouTube,https://www.youtube.com/watch?v=xBfXcG3o7_o,,,,
YouTube,https://www.youtube.com/watch?v=XdeZORIKPLk,,,,
YouTube,https://www.youtube.com/watch?v=XdeZORIKPLk,,,,
YouTube,https://www.youtube.com/watch?v=Xow-w1nXccg,,,,
YouTube,https://www.youtube.com/watch?v=Xow-w1nXccg,,,,
YouTube,https://www.youtube.com/watch?v=xqpTQiKjknk,,,,
YouTube,https://www.youtube.com/watch?v=XtwBJ3c1O_I,,,,
YouTube,https://www.youtube.com/watch?v=Y1CDkAw6taE,,,,
YouTube,https://www.youtube.com/watch?v=YL7Tb2JpAY8,,,,
YouTube,https://www.youtube.com/watch?v=YL7Tb2JpAY8,,,,
YouTube,https://www.youtube.com/watch?v=YvsuBQGBjh0,,,,
YouTube,https://www.youtube.com/watch?v=Zh0XEcw5wJU,,,,
YouTube,https://www.youtube.com/watch?v=ZkNt6IJ0GmU,,,,
YouTube,https://www.youtube.com/watch?v=ZKXM31aSqfs,,,,
YouTube,https://www.youtube.com/watch?v=zMkE0U5KRuc,,,,
YouTube,https://www.youtube.com/watch?v=ZsIrhBKIPyU,,,,
YouTube,https://www.youtube.com/watch?v=ZWwuQf2L3zs,,,,
YouTube,https://www.youtube.com/watch?v=0qsCHNrebjs,,,,
YouTube,https://www.youtube.com/watch?v=61oVJumZz4A,,,,
YouTube,https://www.youtube.com/watch?v=b-oUd5MWTts,,,,
YouTube,https://www.youtube.com/watch?v=Dkiv5aHNeiI,,,,
YouTube,https://www.youtube.com/watch?v=DVgdNjn3lDE,,,,
